Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble,Log_Return,Vol_10D,Vol_20D,Dist_SMA_10,Dist_SMA_20,Dist_SMA_50,RSI_14,MACD,MACD_Signal,MACD_Diff,BB_Pband,ATR_14,Volume_Ratio_20,VWAP_Dist,Deliverable_Pct,Tomorrow_Close,Tomorrow_Return,Target
2011-06-01,RELIANCE,EQ,951.85,952.0,958.65,943.65,947.5,946.8,947.83,1838452,174253844320000.0,58630.0,901415.0,0.4903,-0.005319581711968932,0.014081556142803592,0.013403908472276896,0.019528032175219256,0.011638436490785603,-0.0354139987224431,50.39634142039335,-11.048422314468098,-16.594326972649284,5.545904658181186,0.6473994526541615,0.020852193855996137,0.5849019425344032,-0.0010866927613602507,0.4903,951.05,0.00448880439374736,1
2011-06-02,RELIANCE,EQ,946.8,936.55,954.7,936.55,952.5,951.05,947.09,2152963,203903945755000.0,63061.0,1066759.0,0.4955,0.00447875975902122,0.013623734560621313,0.013431672570298805,0.02019909463431371,0.01611976975573271,-0.030308653555959884,50.92006028881561,-9.093866613666819,-15.094234900852792,6.000368287185973,0.7036644601952139,0.020315891458313,0.7112504594259718,0.004181228816691046,0.4955,934.6,-0.017296672099258642,0
2011-06-03,RELIANCE,EQ,951.05,960.5,967.0,931.5,936.0,934.6,951.69,4368279,415723779705000.0,128784.0,1035791.0,0.2371,-0.01744800713252417,0.015036286907324108,0.013917410934207262,0.0013285334704724039,-0.00036365970008761864,-0.045815360269532146,47.09821424891881,-8.771136459322065,-13.829615212546647,5.058478753224582,0.4952691099187335,0.02263382348445478,1.41012267186846,-0.017957528186699483,0.2371,937.75,0.003370425850631262,1
2011-06-06,RELIANCE,EQ,934.6,934.65,940.8,928.15,938.6,937.75,935.29,1405741,131477118680000.0,43384.0,476631.0,0.3390999999999999,0.003364758695670931,0.013904934094114606,0.013897014625945737,0.0016609787490854616,0.0041628184020667345,-0.041121103515974526,55.4113923559646,-8.167047176467008,-12.69710160533072,4.530054428863712,0.5569943369931073,0.021270518337967028,0.4569276204625494,0.0026302002587433163,0.3390999999999999,958.25,0.021860837110103972,1
2011-06-07,RELIANCE,EQ,937.75,933.55,960.0,933.55,959.6,958.25,950.55,4025919,382683940405000.0,88703.0,2424958.0,0.6023,0.021625315298667677,0.015084200711513906,0.014653256402247327,0.01893252662303491,0.025702779004268237,-0.01911510004872434,67.65810889497722,-5.965358454270472,-11.35075297511867,5.385394520848198,0.8426611080474573,0.0208862882486676,1.2641315901426422,0.008100573352269786,0.6023,949.2,-0.009444299504304674,0
2011-06-08,RELIANCE,EQ,958.25,955.25,955.95,943.95,951.35,949.2,948.28,3247038,307908874230000.0,68474.0,2083780.0,0.6417,-0.009489179699055945,0.014952124563431144,0.014772486790143034,0.004694289056008699,0.016355703081082626,-0.026836830104492854,60.863958681360714,-4.894344686688896,-10.059471317432715,5.165126630743819,0.7223673167164819,0.020645204984648738,0.9980451515014472,0.0009701775846797072,0.6417,954.0,0.005056890012642177,1
2011-06-09,RELIANCE,EQ,949.2,947.5,957.85,947.0,954.6,954.0,953.65,2092020,199506345645000.0,53229.0,1117870.0,0.5343,0.005044146886678003,0.01198271280950344,0.014618486101529285,0.007625847609793223,0.021030663027773292,-0.020475551932250594,60.118265384910906,-3.6165493452880355,-8.77088692300378,5.154337577715744,0.7795136644359685,0.02019317160826596,0.6431772603717587,0.00036701095789862394,0.5343,944.5,-0.009958071278825996,0
2011-06-10,RELIANCE,EQ,954.0,955.1,956.0,932.05,946.0,944.5,942.51,2530136,238467737435000.0,89198.0,1358091.0,0.5368,-0.010007984506722262,0.011951275869958165,0.014791196461051394,-0.002308053893322551,0.011052532983648724,-0.02866892162196345,61.86612570208752,-3.3320481593440263,-7.683119170271829,4.351071010927803,0.6479304986816184,0.02070256371473948,0.7857061950612612,0.0021113834335975312,0.5368,925.6,-0.020010587612493358,0
2011-06-13,RELIANCE,EQ,944.5,943.25,943.25,921.0,924.6,925.6,926.27,2954066,273627227060000.0,95485.0,1677508.0,0.5679,-0.020213511062097456,0.013436714117650348,0.015448592444891373,-0.020902090209020893,-0.00814933481925183,-0.046008251575127376,53.06949200729369,-4.578868618683032,-7.06226905995407,2.483400441271038,0.39044694969763233,0.021788955426595886,0.8984898560054634,-0.0007233312101222744,0.5679,911.35,-0.015395419187554018,0
2011-06-14,RELIANCE,EQ,925.6,925.3,931.75,910.0,911.45,911.35,915.92,4335560,397102435455000.0,101037.0,2835346.0,0.654,-0.015515159208524388,0.012942887633007768,0.014707910632505233,-0.03182798440471262,-0.02293243561978685,-0.05802059775665542,51.62170350271575,-6.640293552710091,-6.977873958505275,0.3375804057951841,0.20003157895697363,0.022678287313169638,1.3114592043598547,-0.004989518735260652,0.654,900.55,-0.011850551379821219,0
