Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble,Log_Return,Vol_10D,Vol_20D,Dist_SMA_10,Dist_SMA_20,Dist_SMA_50,RSI_14,MACD,MACD_Signal,MACD_Diff,BB_Pband,ATR_14,Volume_Ratio_20,VWAP_Dist,Deliverable_Pct,Tomorrow_Close,Tomorrow_Return,Target
2011-06-01,BAJAJ-AUTO,EQ,1344.5,1346.2,1364.9,1325.0,1330.0,1335.6,1343.36,577275,77548859595000.0,19239.0,357565,0.6194,-0.0066415676394200145,0.014584479518724694,0.016238196643020418,0.015503227621444387,0.01856035690794167,-0.031129920428752022,55.25246659804469,-14.928789823531815,-21.880780236719367,6.951990413187552,0.8494203498132736,0.027582573910067174,1.1264909137245607,-0.005776560266793705,0.6194,1368.5,0.024633123689727532,1
2011-06-02,BAJAJ-AUTO,EQ,1335.6,1325.0,1374.8,1310.6,1368.0,1368.5,1355.41,669185,90701910305000.0,31943.0,308672,0.4613,0.024334620411234322,0.01598793608054877,0.016632990560616397,0.03457139185194706,0.04037388079983719,-0.007450827656184257,56.06003036531764,-10.130533305903327,-19.53073085055616,9.400197544652833,1.1449172999288906,0.02704995041494859,1.3156241736615393,0.009657594381035936,0.4613,1375.8,0.005334307636097884,1
2011-06-03,BAJAJ-AUTO,EQ,1368.5,1375.0,1389.0,1367.15,1375.8,1375.8,1377.93,360138,49624318405000.0,47413.0,196713,0.5462,0.005320130611179952,0.01376953077200773,0.01580100823628113,0.03656377376117894,0.04367021750715437,-0.0023559713976805926,66.30271886413023,-5.673431666098622,-16.759271013664655,11.085839347566033,1.0842910373937622,0.025844703341432518,0.7140785125892238,-0.0015457969563041005,0.5462,1361.7,-0.010248582642825927,0
2011-06-06,BAJAJ-AUTO,EQ,1375.8,1360.0,1368.9,1338.0,1358.75,1361.7,1353.24,214882,29078636360000.004,12530.0,102078,0.475,-0.010301460961384056,0.012296247466045926,0.015396407316878111,0.021580197083878885,0.030402433556749892,-0.012605468557390441,60.868648498749266,-3.2415322996862415,-14.055723270868974,10.814190971182732,0.8884822193785216,0.026259192815703058,0.43069399754889875,0.0062516626762437084,0.475,1350.05,-0.008555482117940875,0
2011-06-07,BAJAJ-AUTO,EQ,1361.7,1360.0,1360.0,1339.4,1349.8,1350.05,1349.36,246553,33268944105000.0,10303.0,135761,0.5506000000000001,-0.008592290346871643,0.012939082481755322,0.01543311225899796,0.009923061674091101,0.020073933731651065,-0.02099063376543508,63.85755359902648,-2.2286022285688887,-11.690299062408958,9.461696833840069,0.7508069993124902,0.023988529525361492,0.4967194852392601,0.0005113535305626775,0.5506000000000001,1330.9,-0.014184659827413699,0
2011-06-08,BAJAJ-AUTO,EQ,1350.05,1351.0,1352.0,1325.0,1329.0,1330.9,1340.18,172948,23178118485000.0,9246.0,80198,0.4637,-0.014286223691147478,0.012606278075593398,0.015775196329760773,-0.007420665995450512,0.005162133278955366,-0.034172962067939475,57.92657485144047,-2.937234198735723,-9.93968608967431,7.0024518909385876,0.5644516355224853,0.02452153752026018,0.3534339328905017,-0.0069244429852706145,0.4637,1333.4,0.0018784281313396949,1
2011-06-09,BAJAJ-AUTO,EQ,1330.9,1338.5,1344.0,1321.4,1332.0,1333.4,1333.6,173463,23133107350000.0,9606.0,68059,0.3924,0.0018766660914492591,0.012587389107130144,0.015644497812549597,-0.008244792615759796,0.006102334355104997,-0.031385886738834426,50.63631910382243,-3.2595272329263025,-8.60365431832471,5.344127085398407,0.5768042298814676,0.023409543808523847,0.36202818682759946,-0.00014997000599866386,0.3924,1324.85,-0.006412179391030584,0
2011-06-10,BAJAJ-AUTO,EQ,1333.4,1336.0,1338.8,1319.2,1322.1,1324.85,1327.42,222635,29553040410000.004,10872.0,123559,0.555,-0.0064328257192650135,0.012102429334221527,0.014960458532853388,-0.015215710760265237,9.435920662779068e-05,-0.03644820049964909,55.29128803986754,-4.156941692956934,-7.714311793251154,3.5573701002942197,0.5011931736369059,0.022800424845939415,0.46991527024638663,-0.0019360865438219732,0.555,1345.1,0.01528474921689248,1
2011-06-13,BAJAJ-AUTO,EQ,1324.85,1334.9,1347.9,1328.0,1347.6,1345.1,1340.97,301987,40495419690000.0,17266.0,154310,0.511,0.015169114249841022,0.012742824816664132,0.013844066610613602,-0.0014401947974819267,0.013641698646757032,-0.020640024230986508,58.35200394239839,-3.197287019841724,-6.810906838569268,3.6136198187275443,0.6749352854849127,0.022327070743545348,0.636232984643674,0.003079860101269888,0.511,1373.65,0.021225187718385385,1
2011-06-14,BAJAJ-AUTO,EQ,1345.1,1345.25,1377.0,1345.25,1376.0,1373.65,1365.48,301741,41202264195000.0,16969.0,177347,0.5877,0.021003070905134046,0.013819305630865168,0.014445827967342643,0.017552436933083077,0.03268561032497662,0.0014537172585547264,70.03844300910436,-0.13149162614922716,-5.47502379608526,5.343532169936033,0.8947227404813208,0.021990421764745638,0.6386498275382243,0.005983243987462338,0.5877,1369.7,-0.0028755505405307358,0
